citetext,wikihandle,year,citeid,done,datevar,issuevar,volumevar,yearvar,refvar,manual_date
prior to the {{by|1952}} season lpez was acquired by theoakland athletics|philadelphia athleticsfrom thedrummondville quebec|drummondvillecubs of theminor league baseball#defunct levels|class-cprovincial leaguefor $1500 (${{formatnum:{{inflation|us|1500|1952|r=0}}}} in current dollar terms).<ref name=br /> in 1954 lpez won baseballstriple crown (baseball)|triple crownin the winter league.<ref>{{cite book|title=diamonds around the globe: the encyclopedia of international baseball|author=bjarkman peter c.|isbn=0-313-32268-6|publisher=greenwood press|page=327}}</ref> throughout his professional career he played in the panama winter league where he won three batting titles and regularly led the league in home runs.<ref name=mk137>moffi and kronstadt p. 137.</ref>lpez developed in the as farm system and when the team relocated to kansas city in 1955 he was recalled to the major league club. lpez made his major league debut in 1955.<ref name=br /> that season he finished second tocarlos paulaamong rookies inbatting averageand was overshadowed by american leaguestrikeout-leading pitcherherb scorefor therookie of the year (award)|rookie of the year.<ref name=mk137/>he usually playedsecond baseman|secondor third base during his time with the athletics. during his rookie season he finished third on the team in home runs trailing onlygus zernial(30) andvictor pellot|vic power(19). he tiedjim finiganfor third on the team in rbis with 68 trailing only zernial and power who had 84 and 76 respectively.<ref name=kca1955>{{cite web|url=http://www.baseball-reference.com/teams/kca/1955.shtml|accessdate=2007-08-23|publisher=sports reference inc.|work=baseball-reference.com|date=|title=1955 kansas city athletics statistics and roster}}</ref>lpez was the teams regular third baseman and was the youngest regular starter on the team. in {{by|1956}} the team finished with a 52&ndash;102 record but lpez had a career-high 153 hits.,H%C3%A9ctor_L%C3%B3pez,2010,1827,0,,,,,,NA
prior to the {{by|1952}} season lpez was acquired by theoakland athletics|philadelphia athleticsfrom thedrummondville quebec|drummondvillecubs of theminor league baseball#defunct levels|class-cprovincial leaguefor $1500 (${{formatnum:{{inflation|us|1500|1952|r=0}}}} today).<ref name=br /> in 1954 lpez won baseballstriple crown (baseball)|triple crownin the winter league.<ref>{{cite book|title=diamonds around the globe: the encyclopedia of international baseball|author=bjarkman peter c.|isbn=0-313-32268-6|publisher=greenwood press|page=327}}</ref> throughout his professional career he played in the panama winter league where he won three batting titles and regularly led the league in home runs.<ref name=mk137>moffi and kronstadt p. 137.</ref>lpez developed in the as farm system and when the team relocated to kansas city in 1955 he was recalled to the major league club. lpez made his major league debut in 1955.<ref name=br /> that season he finished second tocarlos paulaamong rookies inbatting averageand was overshadowed by american leaguestrikeout-leading pitcherherb scorefor therookie of the year (award)|rookie of the year.<ref name=mk137/>he usually playedsecond baseman|secondor third base during his time with the athletics. during his rookie season he finished third on the team in home runs trailing onlygus zernial(30) andvictor pellot|vic power(19). he tiedjim finiganfor third on the team in rbis with 68 trailing only zernial and power who had 84 and 76 respectively.<ref name=kca1955>{{cite web|url=http://www.baseball-reference.com/teams/kca/1955.shtml|accessdate=2007-08-23|publisher=sports reference inc.|work=baseball-reference.com|date=|title=1955 kansas city athletics statistics and roster}}</ref>lpez was the teams regular third baseman and was the youngest regular starter on the team. in {{by|1956}} the team finished with a 52&ndash;102 record but lpez had a career-high 153 hits.<ref name=br />he,H%C3%A9ctor_L%C3%B3pez,2011,1828,0,,,,,,NA
prior to the {{by|1952}} season lpez was acquired by theoakland athletics|philadelphia athleticsfrom thedrummondville quebec|drummondvillecubs of theminor league baseball#defunct levels|class-cprovincial leaguefor $1500 (${{formatnum:{{inflation|us|1500|1952|r=0}}}} today).<ref name=br /> in 1954 lpez won baseballstriple crown (baseball)|triple crownin the winter league.<ref>{{cite book|title=diamonds around the globe: the encyclopedia of international baseball|author=bjarkman peter c.|isbn=0-313-32268-6|publisher=greenwood press|page=327}}</ref> throughout his professional career he played in the panama winter league where he won three batting titles and regularly led the league in home runs.<ref name=mk137>moffi and kronstadt p. 137.</ref>lpez developed in the as farm system and when the team relocated to kansas city in 1955 he was recalled to the major league club. lpez made his major league debut in 1955.<ref name=br /> that season he finished second tocarlos paulaamong rookies inbatting averageand was overshadowed by american leaguestrikeout-leading pitcherherb scorefor therookie of the year (award)|rookie of the year.<ref name=mk137/>he usually playedsecond baseman|secondor third base during his time with the athletics. during his rookie season he finished third on the team in home runs trailing onlygus zernial(30) andvictor pellot|vic power(19). he tiedjim finiganfor third on the team in rbis with 68 trailing only zernial and power who had 84 and 76 respectively.<ref name=kca1955>{{cite web|url=http://www.baseball-reference.com/teams/kca/1955.shtml|accessdate=2007-08-23|work=baseball-reference.com|date=|title=1955 kansas city athletics statistics and roster}}</ref>lpez was the teams regular third baseman and was the youngest regular starter on the team. in {{by|1956}} the team finished with a 52&ndash;102 record but lpez had a career-high 153 hits.<ref name=br />he also set then-career highs in ho,H%C3%A9ctor_L%C3%B3pez,2013,1829,0,,,,,,NA
prior to the {{by|1952}} season lpez was acquired by theoakland athletics|philadelphia athleticsfrom thedrummondville quebec|drummondvillecubs of theminor league baseball#defunct levels|class-cprovincial leaguefor $1500.<ref name=br /> in 1954 lpez won baseballstriple crown (baseball)|triple crownin the winter league.<ref>{{cite book|title=diamonds around the globe: the encyclopedia of international baseball|author=bjarkman peter c.|isbn=0-313-32268-6|publisher=greenwood press|pages=327}}</ref> throughout his professional career he played in the panama winter league where he won three batting titles and regularly led the league in home runs.<ref name=mk137>moffi and kronstadt p. 137.</ref>lpez developed in the as farm system and when the team relocated to kansas city in 1955 he was recalled to the major league club. lpez made his major league debut in 1955.<ref name=br /> that season he finished second tocarlos paulaamong rookies inbatting averageand was overshadowed by american leaguestrikeout-leading pitcherherb scorefor therookie of the year (award)|rookie of the year.<ref name=mk137/>he usually playedsecond baseman|secondor third base during his time with the athletics. during his rookie season he finished third on the team in home runs trailing onlygus zernial(30) andvictor pellot|vic power(19). he tiedjim finiganfor third on the team in rbis with 68 trailing only zernial and power who had 84 and 76 respectively.<ref name=kca1955>{{cite web|url=http://www.baseball-reference.com/teams/kca/1955.shtml|accessdate=2007-08-23|publisher=sports reference inc.|work=baseball-reference.com|date=|title=1955 kansas city athletics statistics and roster}}</ref>lpez was the teams regular third baseman and was the youngest regular starter on the team. in {{by|1956}} the team finished with a 52&ndash;102 record but lpez had a career-high 153 hits.<ref name=br />he also set then-career highs in home runs (18) and run,H%C3%A9ctor_L%C3%B3pez,2008,1830,0,,,,,,NA
sele defeatedminnesota twins|minnesota 3-1 in his major league debut on june 23 atfenway park(7 ip 5 h 1 r 0 er) and was 6-0 2.72 (15 er/49.2 ip) in his first 8 mlb starts. he was the third red sox rookie to ever win as many as his first 6 decisions. this streak ended on august 12 against thenew york yankees. he had 7 consecutive no decisions august 22-september 22 despite a 2.38 era in that span and fanned 11 on september 28 against thedetroit tigers. he allowed 3 or fewerearned runs in all 18 starts and held opponents to a .237batting average(.229 vs. left-handers). despite making only 18 starts he was selected as theamerican league|alrookie pitcher of the year by thesporting newsand the red sox rookie of the year. he finished 3rd in bbwaa al rookie of the year voting and was named to major league rookie all-star team by baseball digest and also namedinternational leaguepitcher of the year and the starting pitcher on the ils post-season all-star team bybaseball america.,Aaron_Sele,2011,1868,0,,,,,,NA
sele defeatedminnesota twins|minnesota 3-1 in his major league debut on june 23 atfenway park(7 ip 5 h 1 r 0 er) and was 6-0 2.72 (15 er/49.2 ip) in his first 8 mlb starts. he was the third red sox rookie to ever win as many as his first 6 decisions. this streak ended on august 12 against thenew york yankees. he had 7 consecutive no decisions august 22-september 22 despite a 2.38 era in that span and fanned 11 on september 28 against thedetroit tigers. he allowed 3 or fewerearned runs in all 18 starts and held opponents to a .237batting average(.229 vs. left-handers). despite making only 18 starts he was selected as theamerican league|alrookie pitcher of the year by the sporting news and the red sox rookie of the year. he finished 3rd in bbwaa al rookie of the year voting and was named to major league rookie all-star team by baseball digest and also namedinternational leaguepitcher of the year and the starting pitcher on the ils post-season all-star team bybaseball america.,Aaron_Sele,2008,1869,0,,,,,,NA
sele defeated minnesota 3-1 in his major league debut on june 23 at fenway park (7 ip 5 h 1 r 0 er) and was 6-0 2.72 (15 er/49.2 ip) in his 1st 8 mlb starts. he was the third red sox rookie to ever win as many as his first 6 decisions. this streak ended on aug. 12 against the new york yankees. he had 7 consecutive no decisions aug. 22-sept. 22 despite a 2.38 era in that span and fanned 11 on sept. 28 vs. detroit tigers. he allowed 3 or fewer earned runs in all 18 starts and held opponents to a .237 batting average (.229 vs. lefthanders). despite making only 18 starts he was selected as the al rookie pitcher of the year by the sporting news and the red sox rookie of the year. he finished 3rd in bbwaa al rookie of the year voting and was named to major league rookie all-star team by baseball digest and also named international league pitcher of the year and the starting pitcher on the ils post-season all-star team by baseball america.,Aaron_Sele,2007,1870,0,,,,,,NA
selected by boston in the 1st round (20th pick) of the 1983 amateur draft burks made his debut in the 1987 season as a regularcenter fielderat age 22 becoming the third player in the red sox history to hit 20home runs andstolen base|steal20 bases in one season. he was selected to both thebaseball digestandtoppsall-rookie teams. defensively burks showed excellent range a sure glove and a strong arm. the only problem for burks while with the red sox was that he was injury-prone. he had shoulder surgery in 1989 and it was the first of many setbacks for him. later he suffered from bad knees and back spasms. after six pretty good seasons in boston and despite his injuries burks ended up leaving as a free agent and signing with thechicago white soxin january 1993.,Ellis_Burks,2004,1871,0,,,,,,NA
selected by theboston red soxin the 1st round (20th pick) of the 1983 amateur draft burks made his debut in the 1987 season as a regularcenter fielderat age 22 becoming the third player in the red sox history to hit 20home runs andstolen base|steal20 bases in one season. he was selected to both thebaseball digestandtoppsall-rookie teams. defensively burks showed excellent range a sure glove and a strong arm. the only problem for burks while with the red sox was that he was injury-prone. he had shoulder surgery in 1989 and it was the first of many setbacks for him. during the {{by|1990}} season he hit two home runs in the same inning of a game to become the second player in red sox history to achieve the feat.bill reganwas the first in {{by|1928}}.,Ellis_Burks,2008,1872,0,,,,,,NA
selected by theboston red soxin the 1st round (20th pick) of the 1983 amateur draft burks made his debut in the 1987 season as a regularcenter fielderat age 22 becoming the third player in the red sox history to hit 20home runs andstolen base|steal20 bases in one season. he was selected to both thebaseball digestandtoppsall-rookie teams. defensively burks showed excellent range a sure glove and a strong arm. the only problem for burks while with the red sox was that he was injury-prone. he had shoulder surgery in 1989 and it was the first of many setbacks for him. later he suffered from bad knees and back spasms. after six pretty good seasons in boston and despite his injuries burks ended up leaving as a free agent and signing with thechicago white soxin january 1993.,Ellis_Burks,2007,1873,0,,,,,,NA
selected by theboston red soxin the 1st round (20th pick) of the1983 major league baseball draft burks made his debut in the 1987 season as a regularcenter fielderat age 22 becoming the third player in the red sox history to hit 20home runs andstolen base|steal20 bases in one season. he was selected to both thebaseball digestandtoppsall-rookie teams. defensively burks showed excellent range a sure glove and a strong arm. the only problem for burks while with the red sox was that he was injury-prone. he had shoulder surgery in 1989 and it was the first of many setbacks for him. during the {{by|1990}} season he hit two home runs in the same inning of a game to become the second player in red sox history to achieve the feat.bill reganwas the first in {{by|1928}}.,Ellis_Burks,2011,1874,0,,,,,,NA
so far pierce has been overlooked for election to thenational baseball hall of fame. his considerable credentials are comparable to many of the pitchers enshrined incooperstown. when he became eligible in 1970 thebaseball writers association of americahad elected only eight new members in 13 years with pierce being stuck in the voting behind such pitchers as early wynn bob lemon and hal newhouser (each of whom was eventually elected). in the next few years other pitching stars such as sandy koufax robin roberts warren spahn and whitey ford became eligible and likely drew votes away from pierce. pierce was dropped from the ballot after 1974. in discussing various criticisms of bbwaa voting over the yearsbaseball digesteditor john kuenster wrote in 2008 the dissenters wonder for example how the writers can elect pitchers whitey ford (236&ndash;106) jim bunning (224&ndash;184) and don drysdale (209&ndash;166) to the hall of fame while barely giving any recognition to billy pierce (211&ndash;169).,Billy_Pierce,2013,1886,0,,,,,,2008
so far strasberg has collected (or harvested in fantography parlance) more than 6000 photos<ref>{{cite web|last=milani|first=jerry|title=saving fan photos one at a time|url=http://www.baseballdigest.com/2011/01/26/saving-fan-photos-one-at-a-time/|publisher=baseball digest|accessdate=26 january 2011}}</ref>that span the 1930s up through today including a cigar-smokingbabe ruthin street clothes with his daughter<ref>{{cite web|last=rowe|first=peter|title=fantographyexhibit: priceless lineup of padres fan photos|url=http://www.signonsandiego.com/news/2010/feb/18/priceless-lineup-fan-photos/|publisher=the san diego union tribune (signonsandiego.com)|accessdate=10 april 2011}}</ref>an on-fieldhoward cosellinterviewing pitchervida blue<ref>{{cite web|last=milani|first=jerry|title=saving fan photos one at a time|url=http://www.baseballdigest.com/2011/01/26/saving-fan-photos-one-at-a-time/|publisher=baseball digest|accessdate=26 january 2011}}</ref>and a mid-autographroberto clementepeering up to meet the cameras lens.<ref>{{cite web|last=milani|first=jerry|title=saving fan photos one at a time|url=http://www.baseballdigest.com/2011/01/26/saving-fan-photos-one-at-a-time/|publisher=baseball digest|accessdate=26 january 2011}}</ref>one contributing fantographer is well-known sportscaster and political punditkeith olbermann.<ref>{{cite web|last=rowe|first=peter|title=fantographyexhibit: priceless lineup of padres fan photos|url=http://www.signonsandiego.com/news/2010/feb/18/priceless-lineup-fan-photos/|publisher=the san diego union tribune (signonsandiego.com)|accessdate=10 april 2011}}</ref>a touring exhibit of the fantography collection has shown insan diego ca andtucson arizona|tucson az as well as atkentuckyslouisville slugger museum & factoryand thebaseball hall of fame and museumincooperstown new york|cooperstown ny.<ref>{{cite web|last=cooper|first=tony|title=fantography on display at san diego central library|url=http://www.sandi,Fantography,2013,1887,0,,,,,,2011
surkont pitched for themilwaukee bravesin1953. against thecincinnati redsonmay 25 1953 he recorded eight consecutive strikeouts. following his seventh straight strikeout surkont was forced to endure a thirty-five minute rain delay. afterward he struck outandy seminickto lead off the fifth inning. surkont struck out thirteen batters in the game a 10-3 braves victory. he was 11-5 for the season and recorded a 61-76 career record. <ref>baseball digest september2004 pg. 9.</ref> the record stood untilbaseball hall of famepitchertom seaver struck out ten in a row in1970.<ref>the braves encyclopedia gary carusotemple university press1995 pg. 381.</ref>,Max_Surkont,2011,1908,0,,,,,,2004
teammatejim northrup (baseball)|jim northruptold the story as follows: in his last at-bat norm walked up to the plate with a table leg from the locker room. the plate umpireron luciano says `you cant use that up here.cash says `why not i wont hit him anyway.he then gets a bat strikes out on three pitches and walking away he says to luciano `see i told ya.<ref name=baseball digest>{{cite web|url=http://findarticles.com/p/articles/mi_m0fci/is_9_60/ai_76928886|title=former tiger norm cash|baseball digest|find articles at bnet|format=|work=|accessdate=2008-08-07}}</ref>,Norm_Cash,2009,1915,0,,,,,,NA
teammatejim northruptold the story as follows: in his last at-bat norm walked up to the plate with a table leg from the locker room. the plate umpireron luciano says `you cant use that up here.cash says `why not i wont hit him anyway.he then gets a bat strikes out on three pitches and walking away he says to luciano `see i told ya.http://findarticles.com/p/articles/mi_m0fci/is_9_60/ai_76928886 article on cash from baseball digest sept. 2001,Norm_Cash,2007,1916,0,,,,,,2001
teammatejim northruptold the story as follows: in his last at-bat norm walked up to the plate with a table leg from the locker room. the plate umpireron luciano says `you cant use that up here.cash says `why not i wont hit him anyway.he then gets a bat strikes out on three pitches and walking away he says to luciano `see i told ya.<ref name=baseball digest>{{cite web|url=http://findarticles.com/p/articles/mi_m0fci/is_9_60/ai_76928886|title=former tiger norm cash|baseball digest|find articles at bnet|format=|work=|accessdate=2008-08-07}}</ref>,Norm_Cash,2008,1917,0,,,,,,2001
thethe sporting news|sporting newsestablished in 1936 theplayer of the yearaward. it is the oldest and most prestigious award given to the single player in mlb who had the most outstanding season. until 1969 it was the only major award given to a single player from mlb rather than to a player in each league. in 1969baseball digestbegan its player of the year award for one player in all of mlb. in 1993 the firstbest major league baseball player espy awardwas given. in 1998 themajor league baseball players association(mlbpa) began its ownplayers choice award#awards for one player in all of major league baseball|player of the yearaward for one player in all of mlb as part of its players choice awards.baseball america major league player of the year|baseball americaalso began its major league player of the year award in 1998.,Sporting_News_Player_of_the_Year_Award,2013,1923,0,,,,,,NA
thehawaii starsare an independentprofessional baseballteam based out ofhilo hawaii and are members of thenorth american league (baseball)|north american league. they will begin play at wong stadium in hilo in 2012 and will compete in the northern division along with thena koa ikaika mauisan rafael pacificsandsonoma county grapes. they replaced theyuma panthers (nal)|yuma pantherswhen that teamsowners withdrew from the nal.<ref>http://ballparkdigest.com/201205134855/independent-baseball/news/nal-lays-out-game-plan-for-2012 nal lays out game plan for 2012baseball digest may 13 2012</ref>,Hawaii_Stars,2012,1924,0,,,,,,2012
thehawaii starsare an independentprofessional baseballteam based out ofhilo hawaii. they are charter members of the new 4-teampacific association of professional baseball clubs. they play their home games at wong stadium in hilo and will compete along with thena koa ikaika mauisan rafael pacifics andvallejo admirals. they were members of thenorth american league (baseball)|north american leaguebefore that league folded in 2012. the stars are managed by garry templeton jr. son of former major league all-stargarry templeton. <ref>http://ballparkdigest.com/201205134855/independent-baseball/news/nal-lays-out-game-plan-for-2012 nal lays out game plan for 2012baseball digest may 13 2012</ref>,Hawaii_Stars,2013,1925,0,,,,,,2012
thesonoma county grapesare an independentprofessional baseballteam and are members of thenorth american league (baseball)|north american league. they will begin play as a road team in 2012 and will compete in the northern division along with thehawaii starsna koa ikaika mauiandsan rafael pacifics. they replaced theorange county flyerswhen that teams owners withdrew from the league.<ref>http://www.independentbaseball.net/independent-baseball-teams/sonoma-county-travel-team-named-grapes new sonoma county travel team to be named grapesindependentbaseball.net may 4 2012</ref><ref>http://ballparkdigest.com/201205134855/independent-baseball/news/nal-lays-out-game-plan-for-2012 nal lays out game plan for 2012baseball digest may 13 2012</ref>,Sonoma_County_Grapes,2012,1927,0,,,,,,2012
thesonoma county grapeswere an independentprofessional baseballteam and were members of thenorth american league (baseball)|north american league. they played as a road team in 2012 in the northern division along with thehawaii starsna koa ikaika mauiandsan rafael pacifics. they replaced theorange county flyerswhen that teams owners withdrew from the league.<ref>http://www.independentbaseball.net/independent-baseball-teams/sonoma-county-travel-team-named-grapes new sonoma county travel team to be named grapesindependentbaseball.net may 4 2012</ref><ref>http://ballparkdigest.com/201205134855/independent-baseball/news/nal-lays-out-game-plan-for-2012 nal lays out game plan for 2012baseball digest may 13 2012</ref>,Sonoma_County_Grapes,2013,1928,0,,,,,,2012
themajor league baseball most valuable player|mvpresult was controversial as martnez received the most first-place votes of any player (8 of 28) but was totally omitted from the ballot of two sportswriters new yorks george king and minneapolislavelle neal. the two writers argued that pitchers were not sufficiently all-around players to be considered. (however george king had given mvp votes totwopitchers just the season before:rick hellinganddavid wells; king was the only writer to cast a vote for helling who had gone 20&ndash;7 with a 4.41 era and 164 strikeouts.) mvp ballots have ten ranked slots and sportswriters are traditionally asked to recuse themselves if they feel they cannot vote for a pitcher. it really made us all look very dumb saidbuster olney then a sportswriter for thenew york times. people were operating under different rules. the question of eligibility is a very basic thing. people were determining eligibility for themselves.<ref>http://findarticles.com/p/articles/mi_m0fci/is_12_59/ai_67045342 a matter of opinion: voters disagree on mvp criteria|baseball digest|find articles at bnet.com<!-- bot generated title --></ref>the times does not permit its writers to participate in award voting. martnez finished second totexas rangers (baseball)|texas rangerscatcherivn rodrguez by a margin of 252 points to 239. rodrguez had been included on all 28 ballots.,Pedro_Mart%C3%ADnez,2009,1937,0,,,,,,NA
themvpresult was controversial as martnez received the most first-place votes of any player (8 of 28) but was totally omitted from the ballot of two sportswriters new yorks george king and minneapolislavelle neal. the two writers argued that pitchers were not sufficiently all-around players to be considered. (however george king had given mvp votes totwopitchers just the season before:rick hellinganddavid wells; king was the only writer to cast a vote for helling who had gone 20-7 with a 4.41 era and 164 strikeouts.) mvp ballots have ten ranked slots and sportswriters are traditionally asked to recuse themselves if they feel they cannot vote for a pitcher. it really made us all look very dumb saidbuster olney then a sportswriter for thenew york times. people were operating under different rules. the question of eligibility is a very basic thing. people were determining eligibility for themselves.<ref>http://findarticles.com/p/articles/mi_m0fci/is_12_59/ai_67045342 a matter of opinion: voters disagree on mvp criteria|baseball digest|find articles at bnet.com<!-- bot generated title --></ref>the times does not permit its writers to participate in award voting.,Pedro_Mart%C3%ADnez,2008,1943,0,,,,,,NA
the braves released niekro after the 1983 season and he signed with thenew york yankeesand went on to win 16 games and make the last of his five all-star appearances. it was while pitching for thenew york yankees|yankeesthat niekro gained entry into the300 win clubwith a shutout win over thetoronto blue jayson october 6 1985. at 46 years 188 days niekro became the oldest pitcher to pitch a shutout in the major leagues; this record stood for nearly 25 years beforejamie moyer(47 years 170 days) bested the feat in may 2010; for niekro this complete-game shutout would be his 300th win. he did not throw his trademark knuckleball until the final hitter<ref>{{cite news|url=http://findarticles.com/p/articles/mi_m0fci/is_9_62/ai_106226458/pg_6?tag=untagged|title=road to 300: with roger clemens becoming the 21st pitcher to win 300 big league games here are the stories of seven others who reached the same milestone|author=quinn t.j.|publisher=baseball digest|date=2003-09|accessdate=2008-11-04}}</ref>formeral mvpjeff burroughs. prior to facing burroughs niekros teammate and brotherjoe niekro|joevisited the mound in the role of substitute pitching coach and jokingly suggested that an intentional walk was in order.<ref>{{cite news|url=http://articles.latimes.com/1985-10-07/sports/sp-16727_1_phil-niekro|work=los angeles times|first=claire|last=smith|title=niekro gets 300th win--a shutout of blue jays|date=october 7 1985}}</ref>instead niekro struck burroughs out to end the game.,Phil_Niekro,2013,1948,0,,,,,,2003
the cubs fell to third place in1936 chicago cubs season|1936 as hartnett had a sub-standard year for him hitting only 7 home runs with 64 runs batted in although he still hit above .300 with a .307 average and earned his fourth consecutive all-star selection.<ref name=gabby hartnett at baseball statistics/><ref>{{cite web|url=http://www.baseball-reference.com/boxes/nls/nls193607070.shtml|title=1936 all-star game|publisher=baseball reference|accessdate=28 june 2012 }}</ref>defensively he led the leagues catchers in fielding percentage and his pitch-calling skills helped the cubs pitching staff lead the league with 18shutouts.<ref>{{cite web|url=http://www.baseball-reference.com/leagues/nl/1936.shtml#teams_standard_pitching::7|title=1936 national league team statistics and standings|publisher=baseball reference|accessdate=28 june 2012 }}</ref>in the1937 major league baseball all-star game|1937 all-star game pitcher dizzy dean kept shaking off hartnetts signs for acurve ballresulting in ahit (baseball)|hitbyjoe dimaggio a home run bylou gehrigand finally aline driveoff the bat ofearl averillthat struck dean on his toe.<ref>{{cite web|url=http://www.baseball-reference.com/boxes/als/als193707070.shtml|title=1937 all-star game|publisher=baseball reference|accessdate=14 february 2011 }}</ref>dean had been one of the preeminent pitchers in the national league until the injury to his toe eventually led to the end of his baseball playing career.<ref name=baseballs all-time greatest catchers/>hartnett ended the {{by|1937}} season with a career-high .354 batting average and finished second tojoe medwickin voting for the national league most valuable player award.<ref name=gabby hartnett statistics/><ref>{{cite web|url=http://www.baseball-reference.com/awards/awards_1937.shtml#nlmvp|title=1937 national league most valuable player award ballot|publisher=baseball reference|accessdate=12 february 2011 }}</ref>his .354 batting average in 1,Gabby_Hartnett,2013,1955,0,,,,,,NA
the cubs fell to third place in1936 chicago cubs season|1936 as hartnett had a sub-standard year for him hitting only 7 home runs with 64 runs batted in although he still hit above .300 with a .307 average and earned his fourth consecutive all-star selection.<ref name=gabby hartnett at baseball statistics/><ref>{{cite web|url=http://www.baseball-reference.com/boxes/nls/nls193607070.shtml|title=1936 all-star game|publisher=baseball reference|accessdate=28 june 2012 }}</ref>defensively he led the leagues catchers in fielding percentage and his pitch-calling skills helped the cubs pitching staff lead the league with 18shutouts.<ref>{{cite web|url=http://www.baseball-reference.com/leagues/nl/1936.shtml#teams_standard_pitching::7|title=1936 national league team statistics and standings|publisher=baseball reference|accessdate=28 june 2012 }}</ref>in the1937 major league baseball all-star game|1937 all-star game pitcher dizzy dean kept shaking off hartnetts signs for acurve ballresulting in ahit (baseball)|hitbyjoe dimaggio a home run bylou gehrigand finally aline driveoff the bat ofearl averillthat struck dean on his toe.<ref>{{cite web|url=http://www.baseball-reference.com/boxes/als/als193707070.shtml|title=1937 all-star game|publisher=baseball reference|accessdate=14 february 2011 }}</ref>dean had been one of the preeminent pitchers in the national league until the injury to his toe eventually led to the end of his baseball playing career.<ref name=baseballs all-time greatest catchers/>hartnett ended the {{by|1937}} season with a career-high .354 batting average and finished second tojoe medwickin voting for the national league most valuable player award.<ref name=gabby hartnett statistics/><ref>{{cite web|url=http://www.baseball-reference.com/awards/awards_1937.shtml#nlmvp|title=1937 national league most valuable player award ballot|publisher=baseball reference|accessdate=12 february 2011 }}</ref>his .354 batting average in,Gabby_Hartnett,2012,1956,0,,,,,,NA
the flyersnew ownership decided to withdraw from the north american league in may of 2012 because of uncertainty of the leagues future and again sat out the season. <ref>http://ballparkdigest.com/201205134855/independent-baseball/news/nal-lays-out-game-plan-for-2012 nal lays out game plan for 2012baseball digest may 13 2012</ref>,Fullerton_Flyers,2013,1961,0,,,,,,2012
the in-between hop is often responsible for errors ininfieldplay. in a december 2003baseball digestinterview first basemanjohn olerudcites the in-between hop as the toughest play for a fielder to handle.,In-between_hop,2005,1972,0,,,,,,2003
the in-between hop is often responsible for errors ininfielder|infieldplay. in a december 2003baseball digestinterview first basemanjohn olerudcites the in-between hop as the toughest play for a fielder to handle.,In-between_hop,2007,1973,0,,,,,,2012
they were members of thegolden baseball leaguefrom 2005 to 2010 and thenorth american league (baseball)|north american leaguein 2011. however they withdrew from the nal in 2012 due to various issues related to team ownership. they were replaced by the newhawaii stars. <ref>http://ballparkdigest.com/201205074833/independent-baseball/features/new-for-2012-hawaii-stars new for 2012: hawaii starsbaseball digest may 7 2012</ref>,Yuma_Desert_Rats,2012,2008,0,,,,,,2012
this is a list of themajor league baseballplayers chosen bythe sporting news(formerlytsn nowsn) since1936 in baseball|1936as recipients of thetsn player of the year award. until 1969 it was the only major award given to a single player from mlb rather than to a player in each league. in 1969baseball digestbegan its player of the year award for one player in all of mlb. in 1993 the firstbest major league baseball player espy awardwas given. in 1998 themajor league baseball players association(mlbpa) began its ownplayers choice award#awards for one player in all of major league baseball|player of the yearaward for one player in all of mlb as part of its players choice awards.baseball america major league player of the year|baseball americaalso began its major league player of the year award in 1998.,Sporting_News_Player_of_the_Year_Award,2012,2009,0,,,,,,NA
this is a list of themajor league baseballplayers chosen bythe sporting news(formerlytsn nowsn) since1936 in baseball|1936as recipients of thetsn player of the year award. until 1969 it was the only major award given to a single player from mlb rather than to a player in each league. in 1969baseball digestbegan its player of the year award for one player in all of mlb. in 1993 the firstbest major league baseball player espy awardwas given. in 1998 themajor league baseball players association(mlbpa) began its ownplayers choice award#awards for one player in all of major league baseball|player of the yearaward for one player in all of mlb as part of its players choice awards.baseball america#awards|baseball americaalso gives a major league player of the year award.,Sporting_News_Player_of_the_Year_Award,2010,2010,0,,,,,,NA
thornton playing first base made his major-league debut with the cubs onjuly 281973and played for the cubs until may 1976. he was named to the 1974 all-rookie team as a first baseman bybaseball digest. thornton had one of his best seasons in 1975; although his 18 home runs were only the seventh-best season total of his career he hit .293 with a .428on base percentageand aslugging percentageof .516. it was the first of six seasons in which thornton walked more than he struck out.,Andre_Thornton,2009,2026,0,,,,,,NA
thornton playing first base made his major-league debut with the cubs on july 28 1973 and played for the cubs until may 1976. he was named to the 1974 all-rookie team as a first baseman bybaseball digest. thornton had one of his best seasons in 1975; although his 18 home runs were only the seventh-best season total of his career he hit .293 with a .428on base percentageand aslugging percentageof .516. it was the first of six seasons in which thornton walked more than he struck out.,Andre_Thornton,2011,2027,0,,,,,,NA
